MASTER COPY		ODD YEARS (If 2-year Cycle)			EVEN YEARS (If 2-year Cycle)		
06-30		146	Judg 11 † 1-11,29-40	2 Thess 3	147	Dan 9	Acts 23:12-end
07-01		148	Judg 12	1 Cor 1:1-25	149, 150	Dan 10	Acts 24:1-23
07-02		1, 2	Judg 13	1 Cor 1:26—2 end	3, 4	Dan 11 † 1-19	Acts 24:24—25:12
07-03		5, 6	Judg 14	1 Cor 3	7	Dan 12	Acts 25:13-end
07-04		9	Judg 15	1 Cor 4:1-17	10	Susanna	Acts 26
07-05		8, 11	Judg 16	1 Cor 4:18—5 end	15, 16	Esth 1	Acts 27
07-06		12, 13, 14	Ruth 1	1 Cor 6	17	Esth 2	Acts 28:1-15
07-07		18:1-20	Ruth 2	1 Cor 7	18:21-50	Esth 3	Acts 28:16-end
07-08		19	Ruth 3	1 Cor 8	20, 21	Esth 4	Philemon
07-09		22	Ruth 4	1 Cor 9	23, 24	Esth 5	1 Tim 1:1-17
07-10		25	1 Sam 1 † 1-20	1 Cor 10	27	Esth 6	1 Tim 1:18—2 end
07-11		26, 28	1 Sam 2 † 1-21	1 Cor 11	31	Esth 7	1 Tim 3
07-12		29, 30	1 Sam 3	1 Cor 12	33	Esth 8	1 Tim 4
07-13		34	1 Sam 4	1 Cor 13	35	Esth 9 & 10	1 Tim 5
07-14		32, 36	1 Sam 5	1 Cor 14:1-19	38	Ezra 1	1 Tim 6
07-15		37:1-18	1 Sam 6 † 1-15	1 Cor 14:20-end	37:19-42	Ezra 3	Titus 1
07-16		40	1 Sam 7	1 Cor 15:1-34	39, 41	Ezra 4	Titus 2
07-17		42, 43	1 Sam 8	1 Cor 15:35-end	44	Ezra 5	Titus 3
07-18		45	1 Sam 9	1 Cor 16	46	Ezra 6	2 Tim 1
07-19		47, 48	1 Sam 10	2 Cor 1:1—2:11	49	Ezra 7	2 Tim 2
07-20		50	1 Sam 11	2 Cor 2:12—3 end	51	Ezra 8 † 21-36	2 Tim 3
07-21		52, 53, 54	1 Sam 12	2 Cor 4	55	Ezra 9	2 Tim 4
07-22	Mary Magdalene	56, 57	2 Cor 5	Luke 7:36—8:3	58, 60	Ezra 10 † 1-16	John 1:1-28
07-23		59	1 Sam 13	2 Cor 6	63, 64	Neh 1	John 1:29-end
07-24		61, 62	1 Sam 14 † 1-15,20,24-30	2 Cor 7	65, 67	Neh 2	John 2
07-25	James	68:1-18	2 Cor 8	Mark 1:14-20	68:19-36	Neh 3 † 1-15	John 3:1-21
07-26		69:1-18	1 Sam 15	2 Cor 9	69:19-38	Neh 4	John 3:22-end
07-27		66	1 Sam 16	2 Cor 10	70, 72	Neh 5	John 4:1-26
07-28		71	1 Sam 17 † 1-11,26-27,31-51	2 Cor 11	73	Neh 6	John 4:27-end
07-29		74	1 Sam 18	2 Cor 12:1-13	77	Neh 8	John 5:1-24
07-30		75, 76	1 Sam 19	2 Cor 12:14—13 end	79, 82	Neh 9 † 1-15,26-38	John 5:25-end
07-31		78:1-18	1 Sam 20 † 1-7,24-42	Rom 1	78:19-40	Neh 10 † 28-39	John 6:1-21
08-01		78:41-73	1 Sam 21	Rom 2	80	Neh 12 † 27-47	John 6:22-40
08-02		81	1 Sam 22	Rom 3	83	Neh 13 † 1-22,30-31	John 6:41-end
08-03		84	1 Sam 23	Rom 4	85	Hos 1	John 7:1-24
08-04		86, 87	1 Sam 24	Rom 5	88	Hos 2	John 7:25-52
08-05		89:1-18	1 Sam 25 † 1-19,23-25,32-42	Rom 6	89:19-52	Hos 3	John 7:53—8:30
08-06	Transfiguration	27	Rom 7	Mark 9:2-10	80	Hos 4	John 8:31-end
08-07		90	1 Sam 26	Rom 8:1-17	91	Hos 5	John 9
08-08		92, 93	1 Sam 27	Rom 8:18-end	94	Hos 6	John 10:1-21
08-09		95, 96	1 Sam 28	Rom 9	97, 98	Hos 7	John 10:22-end
08-10		99, 100, 101	1 Sam 29	Rom 10	102	Hos 8	John 11:1-44
08-11		103	1 Sam 30 † 1-25	Rom 11	104	Hos 9	John 11:45-end
08-12		105:1-22	1 Sam 31	Rom 12	105:23-45	Hos 10	John 12:1-19
08-13		106:1-18	2 Sam 1	Rom 13	106:19-48	Hos 11	John 12:20-end
08-14		107:1-22	2 Sam 2 † 1-17,26-31	Rom 14	107:23-43	Hos 12	John 13
08-15	Mary the Virgin	108, 110	2 Sam 3 † 6-11,17-39	Luke 1:26-38	109	Hos 13	John 14:1-14
08-16		111, 112	2 Sam 4	Rom 15	113, 114	Hos 14	John 14:15-end
08-17		115	2 Sam 5	Rom 16	116, 117	Joel 1	John 15:1-17
08-18		119:1-24	2 Sam 6	Phil 1:1-11	119:25-48	Joel 2 † 1-17,28-32	John 15:18-end
08-19		119:49-72	2 Sam 7	Phil 1:12-end	119:73-88	Joel 3	John 16:1-15
08-20		119:89-104	2 Sam 8	Phil 2:1-11	119:105-128	Amos 1	John 16:16-end
08-21		119:129-152	2 Sam 9	Phil 2:12-end	119:153-176	Amos 2	John 17
08-22		118	2 Sam 10	Phil 3	120, 121	Amos 3	John 18:1-27
08-23		122, 123	2 Sam 11	Phil 4	124, 125, 126	Amos 4	John 18:28-end
08-24	Bartholomew	127, 128	Col 1:1-20	Luke 6:12-16	129, 130, 131	Amos 5	John 19:1-37
08-25		132, 133	2 Sam 12 † 1-25	Col 1:21—2:7	134, 135	Amos 6	John 19:38-end
08-26		136	2 Sam 13 † 1-29,38-39	Col 2:8-19	137, 138	Amos 7	John 20
08-27		139	2 Sam 14 † 1-21,28	Col 2:20—3:11	141, 142	Amos 8	John 21
08-28		140	2 Sam 15 † 1-18,23-25,32-34	Col 3:12-end	143	Amos 9	Matt 1:1-17
08-29		144	2 Sam 16	Col 4	145	Obadiah	Matt 1:18-end
08-30		146	2 Sam 17 † 1-23	Philemon	147	Jonah 1	Matt 2
08-31		148	2 Sam 18 † 1-15,19-33	Eph 1:1-14	149, 150	Jonah 2	Matt 3
09-01		1, 2	2 Sam 19 † 1-30	Eph 1:15-end	3, 4	Jonah 3	Matt 4
09-02		5, 6	2 Sam 20	Eph 2:1-10	7	Jonah 4	Matt 5:1-20
09-03		9	2 Sam 21	Eph 2:11-end	10	Mic 1	Matt 5:21-48
09-04		8, 11	2 Sam 22 † 1-7,14-20,32-51	Eph 3	15, 16	Mic 2	Matt 6:1-18
09-05		12, 13, 14	2 Sam 23 † 1-23	Eph 4:1-16	17	Mic 3	Matt 6:19-end
09-06		18:1-20	2 Sam 24	Eph 4:17-end	18:21-50	Mic 4	Matt 7
09-07		19	1 Chron 22	Eph 5:1-17	20, 21	Mic 5	Matt 8:1-17
09-08		22	1 Kings 1 † 1-18,29-40	Eph 5:18-end	23, 24	Mic 6	Matt 8:18-end
09-09		25	1 Chron 28	Eph 6	27	Mic 7	Matt 9:1-17
09-10		26, 28	1 Kings 2 † 1-25	Heb 1	31	Nahum 1	Matt 9:18-34
09-11		29, 30	1 Kings 3	Heb 2	33	Nahum 2	Matt 9:35—10:23
09-12		34	1 Kings 4 † 1-6,20-34	Heb 3	35	Nahum 3	Matt 10:24-end
09-13		32, 36	1 Kings 5	Heb 4:1-13	38	Hab 1	Matt 11
09-14	Holy Cross	37:1-18	Heb 4:14—5:10	John 12:23-33	37:19-42	Hab 2	Matt 12:1-21
09-15		40	1 Kings 6 † 1-7,11-30,37-38	Heb 5:11—6 end	39, 41	Hab 3	Matt 12:22-end
09-16		42, 43	1 Kings 7 † 1-14,40-44,47-51	Heb 7	44	Zeph 1	Matt 13:1-23
09-17		45	1 Kings 8 † 1-11,22-30,54-63	Heb 8	46	Zeph 2	Matt 13:24-43
09-18		47, 48	1 Kings 9 † 1-9,15-28	Heb 9:1-14	49	Zeph 3	Matt 13:44-end
09-19		50	1 Kings 10 †1-13,23-29	Heb 9:15-end	51	Hag 1	Matt 14
09-20		52, 53, 54	1 Kings 11 † 1-14,23-33,41-43	Heb 10:1-18	55	Hag 2	Matt 15:1-28
09-21	Matthew	56, 57	Heb 10:19-end	Matt 9:9-13	58, 60	Zech 1	Matt 15:29—16:12
09-22		59	1 Kings 12 † 1-20,25-30	Heb 11	63, 64	Zech 2	Matt 16:13-end
09-23		61, 62	1 Kings 13 † 1-25,33-34	Heb 12:1-17	65, 67	Zech 3	Matt 17:1-23
09-24		68:1-18	1 Kings 14	Heb 12:18-end	68:19-36	Zech 4	Matt 17:24—18:14
09-25		69:1-18	2 Chron 12	Heb 13	69:19-38	Zech 5	Matt 18:15-end
09-26		66	2 Chron 13	Jas 1	70, 72	Zech 6	Matt 19:1-15
09-27		71	2 Chron 14	Jas 2:1-13	73	Zech 7	Matt 19:16—20:16
09-28		74	2 Chron 15	Jas 2:14-end	77	Zech 8	Matt 20:17-end
09-29	Michael & All Angels	75, 76	Rev 12:7-12	Jas 3	79, 82	Zech 9	Matt 21:1-22
09-30		78:1-18	2 Chron 16	Jas 4	78:19-40	Zech 10	Matt 21:23-end
10-01		78:41-73	1 Kings 15 † 1-30	Jas 5	80	Zech 11	Matt 22:1-33
10-02		81	1 Kings 16 † 1-4,8-19,23-34	1 Pet 1:1-21	83	Zech 12	Matt 22:34—23:12
10-03		84	1 Kings 17	1 Pet 1:22—2:10	85	Zech 13	Matt 23:13-end
10-04		86, 87	1 Kings 18 † 1-8,17-46	1 Pet 2:11—3:7	88	Zech 14	Matt 24:1-28
10-05		89:1-18	1 Kings 19	1 Pet 3:8—4:6	89:19-52	Mal 1	Matt 24:29-end
10-06		90	1 Kings 20 † 1,13,21-43	1 Pet 4:7-end	91	Mal 2	Matt 25:1-30
10-07		92, 93	1 Kings 21	1 Pet 5	94	Mal 3	Matt 25:31-end
10-08		95, 96	1 Kings 22 † 1-23,29-38	2 Pet 1	97, 98	Mal 4	Matt 26:1-30
10-09		99, 100, 101	2 Chron 20	2 Pet 2	102	1 Macc 1 † 1-15,20-25,41-64	Matt 26:31-56
10-10		103	2 Kings 1	2 Pet 3	104	1 Macc 2 † 1-28	Matt 26:57-end
10-11		105:1-22	2 Kings 2	Jude	105:23-45	2 Macc 6	Matt 27:1-26
10-12		106:1-18	2 Kings 3	1 John 1:1—2:6	106:19-48	2 Macc 7	Matt 27:27-56
10-13		107:1-22	2 Kings 4 † 8-37	1 John 2:7-end	107:23-43	2 Macc 8 † 1-29	Matt 27:57—28 end
10-14		108, 110	2 Kings 5	1 John 3:1-10	109	2 Macc 10 † 1-8,24-38	Mark 1:1-13
10-15		111, 112	2 Kings 6 † 1-24	1 John 3:11—4:6	113, 114	1 Macc 7 † 1-6,23-50	Mark 1:14-31
10-16		115	2 Kings 7	1 John 4:7-end	116, 117	1 Macc 9 † 1-31	Mark 1:32-end
10-17		119:1-24	2 Kings 8 † 1-19,25-27	1 John 5	119:25-48	1 Macc 13 † 1-30,41-42	Mark 2:1-22
10-18	Luke	119:49-72	2 John	Luke 1:1-4	119:73-88	1 Macc 14 † 4-18,35-43	Mark 2:23—3:12
10-19		119:89-104	2 Kings 9 † 1-26,30-37	3 John	119:105-128	Isa 1	Mark 3:13-end
10-20		119:129-152	2 Kings 10 † 1-11,18-31	Acts 1:1-14	119:153-176	Isa 2	Mark 4:1-34
10-21		118	2 Kings 11 † 1-16,23-27	Acts 1:15-end	120, 121	Isa 3	Mark 4:35—5:20
10-22		122, 123	2 Kings 12	Acts 2:1-21	124, 125, 126	Isa 4	Mark 5:21-end
10-23	James of Jerusalem	127, 128	Acts 2:22-end	James 1	129, 130, 131	Isa 5	Mark 6:1-29
10-24		132, 133	2 Kings 13	Acts 3:1—4:4	134, 135	Isa 6	Mark 6:30-end
10-25		136	2 Kings 14	Acts 4:5-31	137, 138	Isa 7	Mark 7:1-23
10-26		139	2 Chron 26	Acts 4:32—5:11	141, 142	Isa 8	Mark 7:24—8:10
10-27		140	2 Kings 15 † 1-29	Acts 5:12-end	143	Isa 9	Mark 8:11-end
10-28	Simon & Jude	144	Acts 6:1—7:16	John 14:15-31	145	Isa 10	Mark 9:1-29
10-29		146	2 Kings 16	Acts 7:17-34	147	Isa 11	Mark 9:30-end
10-30		148	2 Kings 17 † 1-28,41	Acts 7:35—8:3	149, 150	Isa 12	Mark 10:1-31
10-31		2	2 Chron 28	Acts 8:4-25	3, 4	Isa 13	Mark 10:32-end
11-01	All Saints	1, 15	Heb 11:32—12:2	Acts 8:26-end	34	Isa 14	Rev 19:1-16
11-02		5, 6	2 Chron 29 † 1-11,20-30,35-36	Acts 9:1-31	7	Isa 15	Mark 11:1-26
11-03		9	2 Chron 30 † 1-22,26-27	Acts 9:32-end	10	Isa 16	Mark 11:27—12:12
11-04		8, 11	2 Kings 18 † 1-13,17-30,35-37	Acts 10:1-23	15, 16	Isa 17	Mark 12:13-34
11-05		12, 13, 14	2 Kings 19 † 1-20,29-31,35-37	Acts 10:24-end	17	Isa 18	Mark 12:35—13:13
11-06		18:1-20	2 Kings 20	Acts 11:1-18	18:21-50	Isa 19	Mark 13:14-end
11-07		19	2 Chron 33	Acts 11:19-end	20, 21	Isa 20	Mark 14:1-25
11-08		22	2 Kings 21	Acts 12:1-24	23, 24	Isa 21	Mark 14:26-52
11-09		25	2 Kings 22	Acts 12:25—13:12	27	Isa 22	Mark 14:53-end
11-10		26, 28	2 Kings 23 † 1-20,26-30	Acts 13:13-43	31	Isa 23	Mark 15
11-11		29, 30	2 Kings 24	Acts 13:44—14:7	33	Isa 24	Mark 16
11-12		34	2 Kings 25 † 1-22,25-30	Acts 14:8-end	35	Isa 25	Luke 1:1-23
11-13		32, 36	Judith 4	Acts 15:1-21	38	Isa 26	Luke 1:24-56
11-14		37:1-18	Judith 8	Acts 15:22-35	37:19-42	Isa 27	Luke 1:57-end
11-15		40	Judith 9	Acts 15:36—16:5	39, 41	Isa 28	Luke 2:1-21
11-16		42, 43	Judith 10	Acts 16:6-end	44	Isa 29	Luke 2:22-end
11-17		45	Judith 11	Acts 17:1-15	46	Isa 30	Luke 3:1-22
11-18		47, 48	Judith 12	Acts 17:16-end	49	Isa 31	Luke 3:23-end
11-19		50	Judith 13	Acts 18:1-23	51	Isa 32	Luke 4:1-30
11-20		52, 53, 54	Judith 14	Acts 18:24—19:7	55	Isa 33	Luke 4:31-end
11-21		56, 57	Judith 15	Acts 19:8-20	58, 60	Isa 34	Luke 5:1-16
11-22		59	Judith 16	Acts 19:21-end	63, 64	Isa 35	Luke 5:17-end
11-23		61, 62	Ecclesiasticus 1	Acts 20:1-16	65, 67	Isa 36	Luke 6:1-19
11-24		68:1-18	Ecclesiasticus 2	Acts 20:17-end	68:19-36	Isa 37	Luke 6:20-38
11-25		69:1-18	Ecclesiasticus 4 † 1-19	Acts 21:1-16	69:19-38	Isa 38	Luke 6:39—7:10
11-26		66	Ecclesiasticus 6 † 5-31	Acts 21:17-36	70, 72	Isa 39	Luke 7:11-35
11-27		71	Ecclesiasticus 7 † 1-21,27-36	Acts 21:37—22:22	73	Isa 40	Luke 7:36-end
11-28		74	Ecclesiasticus 9	Acts 22:23—23:11	77	Isa 41	Luke 8:1-21
11-29		75, 76	Ecclesiasticus 10 † 1-24	Acts 23:12-end	79, 82	Isa 42	Luke 8:22-end
11-30	Andrew	78:1-18	Ecclesiasticus 11 † 1-9,18-28	John 1:35-42	78:19-40	Isa 43	Luke 9:1-17
12-01		78:41-73	Ecclesiasticus 14	Acts 24:1-23	80	Isa 44	Luke 9:18-50
12-02		81	Ecclesiasticus 17	Acts 24:24—25:12	83	Isa 45	Luke 9:51-end
12-03		84	Ecclesiasticus 18 † 1-26,30-33	Acts 25:13-end	85	Isa 46	Luke 10:1-24
12-04		86, 87	Ecclesiasticus 21	Acts 26	88	Isa 47	Luke 10:25-end
12-05		89:1-18	Ecclesiasticus 34	Acts 27	89:19-52	Isa 48	Luke 11:1-28
12-06		90	Ecclesiasticus 38 † 1-15,24-34	Acts 28:1-15	91	Isa 49	Luke 11:29-end
12-07		92, 93	Ecclesiasticus 39 † 1-11,16-35	Acts 28:16-end	94	Isa 50	Luke 12:1-34
12-08		95, 96	Ecclesiasticus 44	Rev 1	97, 98	Isa 51	Luke 12:35-53
12-09		99, 100, 101	Ecclesiasticus 45	Rev 2:1-17	102	Isa 52	Luke 12:54—13:9
12-10		103	Ecclesiasticus 46	Rev 2:18—3:6	104	Isa 53	Luke 13:10-end
12-11		105:1-22	Ecclesiasticus 47	Rev 3:7-end	105:23-45	Isa 54	Luke 14:1-24
12-12		106:1-18	Ecclesiasticus 48	Rev 4	106:19-48	Isa 55	Luke 14:25—15:10
12-13		107:1-22	Ecclesiasticus 49	Rev 5	107:23-43	Isa 56	Luke 15:11-end
12-14		108, 110	Ecclesiasticus 50	Rev 6	109	Isa 57	Luke 16
12-15		111, 112	Ecclesiasticus 51	Rev 7	113, 114	Isa 58	Luke 17:1-19
12-16		115	Wisdom 1	Rev 8	116, 117	Isa 59	Luke 17:20-end
12-17		119:1-24	Wisdom 2	Rev 9	119:25-48	Isa 60	Luke 18:1-30
12-18		119:49-72	Wisdom 3	Rev 10	119:73-88	Isa 61	Luke 18:31—19:10
12-19		119:89-104	Wisdom 4	Rev 11	119:105-128	Isa 62	Luke 19:11-28
12-20		119:129-152	Wisdom 5	Rev 12	119:153-176	Isa 63	Luke 19:29-end
12-21	Thomas	118	Rev 13	John 14:1-7	120, 121	Isa 64	Luke 20:1-26
12-22		122, 123	Wisdom 6	Rev 14	124, 125, 126	Isa 65	Luke 20:27—21:4
12-23		127, 128	Wisdom 7	Rev 15	129, 130, 131	Isa 66	Luke 21:5-end
12-24		132, 133	Wisdom 8	Rev 16	134, 135	Song of Songs 1	Luke 22:1-38
12-25	Christmas	19 or 45	Isa 9:1-8	Rev 17	85, 110	Song of Songs 2	Luke 2:1-14
12-26	Stephen	136	Acts 6:8—7:6, 7:44-60	Rev 18	137, 138	Song of Songs 3	Luke 22:39-53
12-27	John	139	Rev 19	John 21:9-25	141, 142	Song of Songs 4	Luke 22:54-end
12-28	Holy Innocents	140	Jer 31:1-17	Rev 20	143	Song of Songs 5	Luke 23:1-25
12-29		144	Wisdom 9	Rev 21:1-14	145	Song of Songs 6	Luke 23:26-49
12-30		146	Wisdom 10	Rev 21:15—22:5	147	Song of Songs 7	Luke 23:50—24:12
12-31		148	Wisdom 11	Rev 22:6-end	149, 150	Song of Songs 8	Luke 24:13-end